frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,icmp.type,icmp.code,ip.proto,_ws.col.Protocol
"Apr  5, 2025 01:13:02.819326000 CDT",,,,,,,,,,"ICMPv6"
"Apr  5, 2025 01:13:02.983417000 CDT",,,,,,,,,,"ICMPv6"
"Apr  5, 2025 01:13:02.985423000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:02.985881000 CDT",,,,,"5353","5353",,,,"MDNS"
"Apr  5, 2025 01:13:03.319136000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:03.322063000 CDT",,,,,"5353","5353",,,,"MDNS"
"Apr  5, 2025 01:13:03.988981000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:03.989390000 CDT",,,,,"5353","5353",,,,"MDNS"
"Apr  5, 2025 01:13:04.750190000 CDT",,,,,,,,,,"ICMPv6"
"Apr  5, 2025 01:13:04.750412000 CDT",,,,,,,,,,"ICMPv6"
"Apr  5, 2025 01:13:05.764572000 CDT",,,,,,,,,,"ICMPv6"
"Apr  5, 2025 01:13:05.764572000 CDT",,,,,,,,,,"ICMPv6"
"Apr  5, 2025 01:13:05.828781000 CDT",,,"50387","443",,,,,,"TCP"
"Apr  5, 2025 01:13:05.855713000 CDT",,,"443","50387",,,,,,"TCP"
"Apr  5, 2025 01:13:06.496197000 CDT",,,"50497","80",,,,,,"TCP"
"Apr  5, 2025 01:13:06.515838000 CDT",,,"80","50497",,,,,,"TCP"
"Apr  5, 2025 01:13:06.515838000 CDT",,,"80","50497",,,,,,"TCP"
"Apr  5, 2025 01:13:06.515884000 CDT",,,"50497","80",,,,,,"TCP"
"Apr  5, 2025 01:13:06.997018000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:06.997432000 CDT",,,,,"5353","5353",,,,"MDNS"
"Apr  5, 2025 01:13:07.304144000 CDT",,,,,,,,,,"ICMPv6"
"Apr  5, 2025 01:13:07.325012000 CDT","140.82.114.22","192.168.1.95","443","50454",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.325012000 CDT","140.82.114.22","192.168.1.95","443","50454",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.325057000 CDT","192.168.1.95","140.82.114.22","50454","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.325256000 CDT","140.82.114.22","192.168.1.95","443","50454",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.325268000 CDT","192.168.1.95","140.82.114.22","50454","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.325316000 CDT","192.168.1.95","140.82.114.22","50454","443",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.325502000 CDT","192.168.1.95","140.82.114.22","50454","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.379494000 CDT","140.82.114.22","192.168.1.95","443","50454",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.379732000 CDT","140.82.114.22","192.168.1.95","443","50454",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.622816000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:07.623538000 CDT",,,,,"5353","5353",,,,"MDNS"
"Apr  5, 2025 01:13:07.632904000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:07.700133000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:07.700539000 CDT",,,,,"5353","5353",,,,"MDNS"
"Apr  5, 2025 01:13:07.774811000 CDT","192.168.1.95","23.197.221.178","50462","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.774876000 CDT","192.168.1.95","23.197.221.178","50477","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.774905000 CDT","192.168.1.95","23.197.221.178","50481","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.774931000 CDT","192.168.1.95","23.197.221.178","50483","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.774961000 CDT","192.168.1.95","23.197.221.178","50484","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775025000 CDT","192.168.1.95","23.197.221.178","50485","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775073000 CDT","192.168.1.95","23.197.221.178","50487","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775107000 CDT","192.168.1.95","23.197.221.178","50463","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775137000 CDT","192.168.1.95","23.197.221.178","50464","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775241000 CDT","192.168.1.95","23.197.221.178","50467","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775512000 CDT","192.168.1.95","23.197.221.178","50471","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775550000 CDT","192.168.1.95","23.197.221.178","50473","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775576000 CDT","192.168.1.95","23.197.221.178","50476","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775601000 CDT","192.168.1.95","23.197.221.178","50465","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775625000 CDT","192.168.1.95","23.197.221.178","50466","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775654000 CDT","192.168.1.95","23.197.221.178","50469","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775681000 CDT","192.168.1.95","23.197.221.178","50472","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775721000 CDT","192.168.1.95","23.197.221.178","50475","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.775755000 CDT","192.168.1.95","23.197.221.178","50480","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.782960000 CDT",,,,,,,,,,"ICMPv6"
"Apr  5, 2025 01:13:07.813117000 CDT","23.197.221.178","192.168.1.95","443","50483",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.813168000 CDT","192.168.1.95","23.197.221.178","50483","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.813388000 CDT","23.197.221.178","192.168.1.95","443","50483",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.813388000 CDT","23.197.221.178","192.168.1.95","443","50466",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.813388000 CDT","23.197.221.178","192.168.1.95","443","50466",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.813388000 CDT","23.197.221.178","192.168.1.95","443","50465",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.813388000 CDT","23.197.221.178","192.168.1.95","443","50465",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.813419000 CDT","192.168.1.95","23.197.221.178","50466","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.813437000 CDT","192.168.1.95","23.197.221.178","50465","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.813842000 CDT","23.197.221.178","192.168.1.95","443","50481",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.813842000 CDT","23.197.221.178","192.168.1.95","443","50481",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.813842000 CDT","23.197.221.178","192.168.1.95","443","50485",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.813842000 CDT","23.197.221.178","192.168.1.95","443","50485",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.813863000 CDT","192.168.1.95","23.197.221.178","50481","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.813881000 CDT","192.168.1.95","23.197.221.178","50485","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.814117000 CDT","23.197.221.178","192.168.1.95","443","50467",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.814117000 CDT","23.197.221.178","192.168.1.95","443","50467",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.814133000 CDT","192.168.1.95","23.197.221.178","50467","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.815929000 CDT","23.197.221.178","192.168.1.95","443","50487",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.815950000 CDT","192.168.1.95","23.197.221.178","50487","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.816990000 CDT","23.197.221.178","192.168.1.95","443","50487",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.817262000 CDT","23.197.221.178","192.168.1.95","443","50463",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.817262000 CDT","23.197.221.178","192.168.1.95","443","50463",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.817262000 CDT","23.197.221.178","192.168.1.95","443","50469",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.817262000 CDT","23.197.221.178","192.168.1.95","443","50469",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.817286000 CDT","192.168.1.95","23.197.221.178","50463","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.817306000 CDT","192.168.1.95","23.197.221.178","50469","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.817508000 CDT","23.197.221.178","192.168.1.95","443","50476",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.817508000 CDT","23.197.221.178","192.168.1.95","443","50476",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.817508000 CDT","23.197.221.178","192.168.1.95","443","50473",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.817508000 CDT","23.197.221.178","192.168.1.95","443","50473",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.817528000 CDT","192.168.1.95","23.197.221.178","50476","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.817545000 CDT","192.168.1.95","23.197.221.178","50473","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.817753000 CDT","23.197.221.178","192.168.1.95","443","50464",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.817753000 CDT","23.197.221.178","192.168.1.95","443","50464",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.817768000 CDT","192.168.1.95","23.197.221.178","50464","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.818345000 CDT","23.197.221.178","192.168.1.95","443","50471",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.818358000 CDT","192.168.1.95","23.197.221.178","50471","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.818556000 CDT","23.197.221.178","192.168.1.95","443","50471",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.818556000 CDT","23.197.221.178","192.168.1.95","443","50484",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.818574000 CDT","192.168.1.95","23.197.221.178","50484","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.819103000 CDT","23.197.221.178","192.168.1.95","443","50484",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.821982000 CDT","23.197.221.178","192.168.1.95","443","50477",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.822003000 CDT","192.168.1.95","23.197.221.178","50477","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.822206000 CDT","23.197.221.178","192.168.1.95","443","50477",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.823578000 CDT","23.197.221.178","192.168.1.95","443","50462",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.823599000 CDT","192.168.1.95","23.197.221.178","50462","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.823803000 CDT","23.197.221.178","192.168.1.95","443","50462",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.827122000 CDT","23.197.221.178","192.168.1.95","443","50472",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.827143000 CDT","192.168.1.95","23.197.221.178","50472","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.827348000 CDT","23.197.221.178","192.168.1.95","443","50472",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.827348000 CDT","23.197.221.178","192.168.1.95","443","50475",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.827348000 CDT","23.197.221.178","192.168.1.95","443","50475",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.827368000 CDT","192.168.1.95","23.197.221.178","50475","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.832059000 CDT","23.197.221.178","192.168.1.95","443","50480",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:07.832080000 CDT","192.168.1.95","23.197.221.178","50480","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.832284000 CDT","23.197.221.178","192.168.1.95","443","50480",,,,,"6","TCP"
"Apr  5, 2025 01:13:07.950398000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:07.950824000 CDT",,,,,"5353","5353",,,,"MDNS"
"Apr  5, 2025 01:13:08.051676000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:08.052650000 CDT",,,,,"5353","5353",,,,"MDNS"
"Apr  5, 2025 01:13:08.201393000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:08.201791000 CDT",,,,,"5353","5353",,,,"MDNS"
"Apr  5, 2025 01:13:08.307937000 CDT","192.168.1.115","239.255.255.250",,,"62198","1900",,,"17","UDP"
"Apr  5, 2025 01:13:08.314516000 CDT","192.168.1.115","239.255.255.250",,,"57545","1900",,,"17","UDP"
"Apr  5, 2025 01:13:08.322111000 CDT","192.168.1.115","239.255.255.250",,,"64904","1900",,,"17","SSDP"
"Apr  5, 2025 01:13:08.326293000 CDT","192.168.1.95","35.174.127.31","50317","443",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:08.378664000 CDT","35.174.127.31","192.168.1.95","443","50317",,,,,"6","TLSv1.2"
"Apr  5, 2025 01:13:08.421916000 CDT","192.168.1.95","35.174.127.31","50317","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:08.427285000 CDT","192.168.1.115","239.255.255.250",,,"64904","1900",,,"17","SSDP"
"Apr  5, 2025 01:13:08.532498000 CDT","192.168.1.115","239.255.255.250",,,"64904","1900",,,"17","SSDP"
"Apr  5, 2025 01:13:08.634053000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:08.793691000 CDT",,,,,,,,,,"ICMPv6"
"Apr  5, 2025 01:13:09.030650000 CDT","192.168.1.95","13.74.142.8","50468","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:09.054409000 CDT","192.168.1.115","224.0.0.251",,,"5353","5353",,,"17","MDNS"
"Apr  5, 2025 01:13:09.054823000 CDT",,,,,"5353","5353",,,,"MDNS"
"Apr  5, 2025 01:13:09.165563000 CDT","13.74.142.8","192.168.1.95","443","50468",,,,,"6","TCP"
"Apr  5, 2025 01:13:09.165612000 CDT","192.168.1.95","13.74.142.8","50468","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:09.169959000 CDT","192.168.1.95","13.74.142.8","50470","443",,,,,"6","TCP"
"Apr  5, 2025 01:13:09.318467000 CDT","13.74.142.8","192.168.1.95","443","50470",,,,,"6","TCP"
