Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
140.82.114.22-192.168.1.95-443-50454-6,140.82.114.22,443,192.168.1.95,50454,6,05/04/2025 01:13:07,244,3,1,63.0,0.0,39.0,0.0,21.0,19.672315572906,0.0,0.0,0.0,0.0,258196.7213114754,16393.44262295082,81.33333333333334,104.35675988326456,199.0,0.0,244.0,122.0,172.5340546095176,244.0,0.0,0,0,0,0,0,1,0,0,0,60,20,12295.081967213115,4098.360655737705,0.0,39.0,20.4,19.603571103245446,384.29999999999995,0,1,0,0,1,0,0,0,0.0,25.5,21.0,0.0,0,0,0,0,0,0,3,63,1,0,77,1023,1,20,0,0,0,0,0,0,0,0,No Label
140.82.114.22-192.168.1.95-443-50454-6,192.168.1.95,50454,140.82.114.22,443,6,05/04/2025 01:13:07,234,3,0,56.0,0.0,56.0,0.0,18.666666666666664,32.331615074619044,0,0,0,0,239316.2393162393,12820.51282051282,117.0,97.58073580374356,186.0,48.0,234.0,117.0,97.58073580374356,186.0,48.0,0,0,0,0,0,0,0,0,0,60,0,12820.51282051282,0.0,0.0,56.0,14.0,28.000000000000004,784.0000000000001,0,0,0,0,1,0,0,0,0.0,18.666666666666668,18.666666666666668,0.0,0,0,0,0,0,0,3,56,0,0,1023,-1,1,20,0,0,0,0,0,0,0,0,No Label
192.168.1.95-23.197.221.178-50483-443-6,192.168.1.95,50483,23.197.221.178,443,6,05/04/2025 01:13:07,38457,2,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,806.0951192240685,104.0122734482669,12819.0,21968.62892854263,38186.0,51.0,38237.0,38237.0,0.0,38237.0,38237.0,271.0,271.0,0.0,271.0,271.0,0,0,0,0,40,40,52.00613672413345,52.00613672413345,0.0,31.0,6.2,13.863621460498697,192.20000000000002,0,0,0,0,1,1,0,0,1.0,7.75,0.0,15.5,0,0,0,0,0,0,2,0,2,31,1026,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.1.95-23.197.221.178-50466-443-6,192.168.1.95,50466,23.197.221.178,443,6,05/04/2025 01:13:07,37763,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,820.9093557185605,79.44284087598973,18881.5,26702.473377947594,37763.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,26.480946958663242,52.961893917326485,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,1,0,2,31,1022,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.1.95-23.197.221.178-50465-443-6,192.168.1.95,50465,23.197.221.178,443,6,05/04/2025 01:13:07,37787,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,820.3879641146426,79.39238362399767,18893.5,26719.44394069607,37787.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,26.46412787466589,52.92825574933178,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,1,0,2,31,1022,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.1.95-23.197.221.178-50481-443-6,192.168.1.95,50481,23.197.221.178,443,6,05/04/2025 01:13:07,38937,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,796.1578960885533,77.04753833115032,19468.5,27532.616739060602,38937.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,25.682512777050107,51.365025554100214,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,1,0,2,31,1026,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.1.95-23.197.221.178-50485-443-6,192.168.1.95,50485,23.197.221.178,443,6,05/04/2025 01:13:07,38817,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,798.6191617074993,77.2857253265322,19408.5,27447.763925318217,38817.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,25.761908442177397,51.523816884354794,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,1,0,2,31,1026,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.1.95-23.197.221.178-50467-443-6,192.168.1.95,50467,23.197.221.178,443,6,05/04/2025 01:13:07,38876,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,797.4071406523304,77.16843296635456,19438.0,27489.48322540822,38876.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,25.722810988784854,51.44562197756971,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,1,0,2,31,1026,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.1.95-23.197.221.178-50487-443-6,192.168.1.95,50487,23.197.221.178,443,6,05/04/2025 01:13:07,41917,2,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,739.5567430875301,95.42667652742324,13972.333333333332,23287.51254070158,40856.0,21.0,40877.0,40877.0,0.0,40877.0,40877.0,1061.0,1061.0,0.0,1061.0,1061.0,0,0,0,0,40,40,47.71333826371162,47.71333826371162,0.0,31.0,6.2,13.863621460498697,192.20000000000002,0,0,0,0,1,1,0,0,1.0,7.75,0.0,15.5,0,0,0,0,0,0,2,0,2,31,1026,501,0,20,0,0,0,0,0,0,0,0,No Label
192.168.1.95-23.197.221.178-50463-443-6,192.168.1.95,50463,23.197.221.178,443,6,05/04/2025 01:13:07,42155,1,2,0.0,31.0,0.0,0.0,0.0,0.0,31.0,0.0,15.5,21.920310216782973,735.381330802989,71.16593523899894,21077.5,29808.08636091891,42155.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,40,23.721978412999647,47.443956825999294,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,1,0,0,2.0,10.333333333333334,0.0,15.5,0,0,0,0,0,0,1,0,2,31,1026,501,0,20,0,0,0,0,0,0,0,0,No Label
