flow_id,src_ip,src_port,dst_ip,dst_port,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,Label,protocol,final_XGB_prediction,final_XGB_confidence,final_DT_prediction,final_DT_confidence
192.168.1.95-3.224.100.7-50513-443-6,192.168.1.95,50513,3.224.100.7,443,05/04/2025 01:12:22,278723.0,12,12,1746,4848,1189,0,145.5,335.5339029069939,1460,0,404.0,616.6341187151716,23657.896908400096,86.10699511701581,12118.391304347828,26203.807462308585,70751.0,0.0,278723.0,25338.454545454544,34202.27421784591,70983.0,18.0,213533,19412.090909090908,32742.72637534799,71213,0,0,0,0,0,252,252,43.05349755850791,43.05349755850791,0,1460,263.75999999999993,495.58166834538986,245601.19,0,0,0,1,0,0,0,0,1.0,274.75,145.5,404.0,0,0,0,0,0,0,12,1746,12,4848,64240,180,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.4396297,BENIGN,1.0
192.168.1.95-3.224.100.7-50513-443-6,3.224.100.7,443,192.168.1.95,50513,05/04/2025 01:12:22,633.0,2,1,31,0,31,0,15.5,21.920310216782973,0,0,0.0,0.0,48973.143759873616,4739.336492890995,316.5,398.10111780802623,598.0,35.0,633.0,633.0,0.0,633.0,633.0,0,0.0,0.0,0,0,1,0,0,0,40,20,3159.55766192733,1579.778830963665,0,31,15.499999999999998,17.897858344878397,320.3333333333333,0,1,0,0,1,0,0,0,0.0,20.666666666666668,15.5,0.0,0,0,0,0,0,0,2,31,1,0,180,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.7272156,BENIGN,1.0
192.168.1.1-192.168.1.95-53019-50514-6,192.168.1.95,50514,192.168.1.1,53019,05/04/2025 01:12:30,2445.0,3,5,197,2873,197,0,65.66666666666667,113.73800303035628,1460,0,574.6,786.9789069600278,1255623.7218813903,3271.9836400817994,349.2857142857143,464.86331836562965,1308.0,0.0,1408.0,704.0,917.8246019801388,1353.0,55.0,1137,284.25,279.81228826959455,667,0,0,0,0,0,72,112,1226.993865030675,2044.9897750511248,0,1460,341.1111111111111,624.4764696216432,389970.8611111111,0,0,0,1,0,0,0,0,1.0,383.75,65.66666666666667,574.6,0,0,0,0,0,0,3,197,5,2873,64240,237,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.4746599,BENIGN,1.0
192.168.1.1-192.168.1.95-53019-50514-6,192.168.1.95,50514,192.168.1.1,53019,05/04/2025 01:12:30,25.0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80000.0,25.0,0.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,0,0.0,0.0,0,0,0,0,0,0,40,0,80000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1026,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.9454012,BENIGN,1.0
192.168.1.95-4.153.29.52-50087-443-6,192.168.1.95,50087,4.153.29.52,443,05/04/2025 01:12:34,126.0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15873.015873015873,126.0,0.0,126.0,126.0,126.0,126.0,0.0,126.0,126.0,0,0.0,0.0,0,0,0,0,0,0,40,0,15873.015873015873,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1020,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.9454012,BENIGN,1.0
192.168.1.95-8.48.85.230-50305-443-6,192.168.1.95,50305,8.48.85.230,443,05/04/2025 01:11:55,39714336.0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.050359648465481,39714336.0,0.0,39714336.0,39714336.0,39714336.0,39714336.0,0.0,39714336.0,39714336.0,0,0.0,0.0,0,0,0,0,0,0,40,0,0.050359648465481,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1026,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.7024026,BENIGN,1.0
192.168.1.95-8.48.85.230-50294-443-6,192.168.1.95,50294,8.48.85.230,443,05/04/2025 01:11:57,37241419.0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0537036464695397,37241419.0,0.0,37241419.0,37241419.0,37241419.0,37241419.0,0.0,37241419.0,37241419.0,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0537036464695397,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,1026,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.6928049,BENIGN,1.0
192.168.1.1-192.168.1.95-443-50525-6,192.168.1.95,50525,192.168.1.1,443,05/04/2025 01:12:35,5979.0,6,4,1744,1110,1460,0,290.6666666666667,581.393727749678,1110,0,277.5,555.0,477337.3473825054,1672.5204883759827,664.3333333333334,1126.2494173139446,3403.0,0.0,5979.0,1195.8,1734.82886764084,4090.0,0.0,4218,1406.0,1741.7373510377504,3403,201,0,0,0,0,132,92,1003.5122930255897,669.0081953503931,0,1460,259.4545454545455,518.5202722433065,268863.2727272727,0,0,0,1,0,0,0,0,0.0,285.4,290.6666666666667,277.5,0,0,0,0,0,0,6,1744,4,1110,64240,274,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.33959818,BENIGN,1.0
192.168.1.1-192.168.1.95-80-50521-6,192.168.1.95,50521,192.168.1.1,80,05/04/2025 01:12:35,5092749.0,4,4,266,142,266,0,66.5,133.0,142,0,35.5,71.0,80.11390311990635,1.57086084548836,727535.5714285715,1902068.7225634845,5040823.0,55.0,51926.0,17308.666666666668,28494.34000522443,50205.0,312.0,5091395,1697131.6666666667,2938586.450251436,5090319,197,0,0,0,0,92,92,0.78543042274418,0.78543042274418,0,266,45.333333333333336,95.1472542956443,9053.000000000002,0,0,0,1,0,0,0,0,1.0,51.0,66.5,35.5,0,0,0,0,0,0,4,266,4,142,64240,237,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,Backdoor,0.38994563,BENIGN,1.0
192.168.1.1-239.255.255.250-57543-1900-17,192.168.1.1,57543,239.255.255.250,1900,05/04/2025 01:12:30,258430.0,24,0,9930,0,454,359,413.75,37.71546793742762,0,0,0.0,0.0,38424.33154045583,92.86847502224974,11236.08695652174,53682.258774040085,257492.0,0.0,258430.0,11236.08695652174,53682.258774040085,257492.0,0.0,0,0.0,0.0,0,0,0,0,0,0,192,0,92.86847502224974,0.0,359,454,412.16,37.7675786886054,1426.3900000000003,0,0,0,0,0,0,0,0,0.0,429.3333333333333,413.75,0.0,0,0,0,0,0,0,24,9930,0,0,0,0,23,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.667679,Heartbleed,1.0
140.82.114.22-192.168.1.95-443-50416-6,192.168.1.95,50416,140.82.114.22,443,05/04/2025 01:12:22,44464.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,22.49010435408421,44.98020870816841,44464.0,0.0,44464.0,44464.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,22.49010435408421,22.49010435408421,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1025,73,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.55360276,BENIGN,1.0
192.168.1.155-224.0.0.251-5353-5353-17,192.168.1.155,5353,224.0.0.251,5353,05/04/2025 01:11:43,23169571.0,3,0,938,0,490,224,312.6666666666667,153.57517160444047,0,0,0.0,0.0,40.484133262545086,0.1294801703492913,11584785.5,10738383.087287609,19177969.0,3991602.0,23169571.0,11584785.5,10738383.087287609,19177969.0,3991602.0,0,0.0,0.0,0,0,0,0,0,0,24,0,0.1294801703492913,0.0,224,490,290.5,133.0,17689.0,0,0,0,0,0,0,0,0,0.0,387.3333333333333,312.6666666666667,0.0,0,0,0,0,0,0,3,938,0,0,0,0,2,8,3991602.0,0.0,3991602.0,3991602.0,19177969.0,0.0,19177969,19177969,BENIGN,17,BENIGN,0.98778605,DDoS,1.0
140.82.114.22-192.168.1.95-443-50419-6,192.168.1.95,50419,140.82.114.22,443,05/04/2025 01:12:22,44209.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,22.61982854169965,45.23965708339931,44209.0,0.0,44209.0,44209.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,22.61982854169965,22.61982854169965,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1024,71,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.55360276,BENIGN,1.0
192.168.1.95-13.107.6.175-50386-443-6,192.168.1.95,50386,13.107.6.175,443,05/04/2025 01:12:20,21203.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,47.16313729189266,94.32627458378532,21203.0,0.0,21203.0,21203.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,47.16313729189266,47.16313729189266,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1026,16379,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.54842657,BENIGN,1.0
192.168.1.1-192.168.1.95-1900-62304-17,192.168.1.1,1900,192.168.1.95,62304,05/04/2025 01:12:13,6015659.0,3,0,1215,0,405,405,405.0,0.0,0,0,0.0,0.0,201.97288443377525,0.4986984800833957,3007829.5,2906.915977457897,3009885.0,3005774.0,6015659.0,3007829.5,2906.915977457897,3009885.0,3005774.0,0,0.0,0.0,0,0,0,0,0,0,24,0,0.4986984800833957,0.0,405,405,405.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,540.0,405.0,0.0,0,0,0,0,0,0,3,1215,0,0,0,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.7439844,DDoS,1.0
192.168.1.95-8.45.52.228-50322-443-6,192.168.1.95,50322,8.45.52.228,443,05/04/2025 01:12:26,59106.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,16.918756133049097,33.837512266098194,59106.0,0.0,59106.0,59106.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.918756133049097,16.918756133049097,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1026,83,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.5542175,BENIGN,1.0
192.168.1.95-8.48.85.230-50294-443-6,192.168.1.95,50294,8.48.85.230,443,05/04/2025 01:12:35,3271786.0,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9169303860338054,1635893.0,2246708.7606403283,3224556.0,47230.0,0.0,0.0,0.0,0.0,0.0,3224556,3224556.0,0.0,3224556,3224556,0,0,0,0,20,40,0.3056434620112684,0.6112869240225369,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.83399576,BENIGN,1.0
192.168.1.95-35.174.127.31-50317-443-6,192.168.1.95,50317,35.174.127.31,443,05/04/2025 01:11:48,48109973.0,10,8,1126,1064,239,0,112.6,116.4638236630681,260,0,133.0,135.9957982544209,45.52070731779459,0.3741427998722843,2829998.411764706,5487454.350965882,15898244.0,239.0,48109973.0,5345552.555555556,6725442.466162656,15898244.0,108094.0,48003839,6857691.285714286,7040115.679627613,16006692,492,1,0,0,0,200,160,0.2078571110401579,0.1662856888321263,0,260,127.78947368421056,121.61166745349196,14789.397660818717,0,1,0,0,1,0,0,0,0.0,134.88888888888889,112.6,133.0,0,0,0,0,0,0,10,1126,8,1064,1024,238,5,20,318629.0,420156.92804871534,948864.0,108094.0,11681711.0,4880210.839376581,15898244,6939119,BENIGN,6,BENIGN,0.56978303,BENIGN,1.0
192.168.1.95-20.189.173.27-50382-443-6,192.168.1.95,50382,20.189.173.27,443,05/04/2025 01:12:09,69843.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,14.317827126555274,28.63565425311055,69843.0,0.0,69843.0,69843.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,14.317827126555274,14.317827126555274,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1024,16385,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.557956,BENIGN,1.0
192.168.1.95-40.71.11.167-50377-443-6,192.168.1.95,50377,40.71.11.167,443,05/04/2025 01:12:18,65417.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,15.286546310592048,30.57309262118409,65417.0,0.0,65417.0,65417.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,15.286546310592048,15.286546310592048,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1027,16385,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.557956,BENIGN,1.0
192.168.1.115-224.0.0.251-5353-5353-17,192.168.1.115,5353,224.0.0.251,5353,05/04/2025 01:12:03,4008798.0,3,0,277,0,117,80,92.33333333333331,21.361959960016154,0,0,0.0,0.0,69.09801890741315,0.7483539953871461,2004399.0,1412365.1852470734,3003092.0,1005706.0,4008798.0,2004399.0,1412365.1852470734,3003092.0,1005706.0,0,0.0,0.0,0,0,0,0,0,0,24,0,0.7483539953871461,0.0,80,117,89.25,18.5,342.25,0,0,0,0,0,0,0,0,0.0,119.0,92.33333333333331,0.0,0,0,0,0,0,0,3,277,0,0,0,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.9492496,DDoS,1.0
192.168.1.95-72.25.64.11-50065-443-6,192.168.1.95,50065,72.25.64.11,443,05/04/2025 01:12:12,23347017.0,1,2,1,0,1,1,1.0,0.0,0,0,0.0,0.0,0.042832024322422,0.128496072967266,11673508.5,16416444.883361334,23281688.0,65329.0,0.0,0.0,0.0,0.0,0.0,23281688,23281688.0,0.0,23281688,23281688,0,0,0,0,20,40,0.042832024322422,0.085664048644844,0,1,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,1.0,0.0,0,0,0,0,0,0,1,1,2,0,1026,9300,0,20,65329.0,0.0,65329.0,65329.0,23281688.0,0.0,23281688,23281688,BENIGN,6,BENIGN,0.96916425,BENIGN,1.0
192.168.1.49-239.255.255.250-50201-1900-17,192.168.1.49,50201,239.255.255.250,1900,05/04/2025 01:11:58,240689.0,10,0,3305,0,359,311,330.50000000000006,19.84523452452333,0,0,0.0,0.0,13731.412735937249,41.547391031580176,26743.22222222222,8311.622205950198,43799.0,21039.0,240689.0,26743.22222222222,8311.622205950198,43799.0,21039.0,0,0.0,0.0,0,0,0,0,0,0,80,0,41.547391031580176,0.0,311,359,328.72727272727275,19.723543845317995,389.0181818181813,0,0,0,0,0,0,0,0,0.0,361.6,330.5,0.0,0,0,0,0,0,0,10,3305,0,0,0,0,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.53215325,Heartbleed,1.0
192.168.1.95-239.255.255.250-62304-1900-17,192.168.1.95,62304,239.255.255.250,1900,05/04/2025 01:12:13,6017521.0,3,0,411,0,137,137,137.0,0.0,0,0,0.0,0.0,68.30055100763254,0.4985441679389236,3008760.5,1301.783584164434,3009681.0,3007840.0,6017521.0,3008760.5,1301.783584164434,3009681.0,3007840.0,0,0.0,0.0,0,0,0,0,0,0,24,0,0.4985441679389236,0.0,137,137,137.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,182.66666666666663,137.0,0.0,0,0,0,0,0,0,3,411,0,0,0,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,17,BENIGN,0.7439844,DDoS,1.0
192.168.1.95-104.18.27.90-50290-443-6,192.168.1.95,50290,104.18.27.90,443,05/04/2025 01:12:15,33762.0,1,1,1,0,1,1,1.0,0.0,0,0,0.0,0.0,29.619098394644865,59.23819678928973,33762.0,0.0,33762.0,33762.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,20,32,29.619098394644865,29.619098394644865,0,1,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,2056,9,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN,6,BENIGN,0.55360276,BENIGN,1.0
